what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.epp.mpc.ui,1.0.0.v20100611-0430,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1524037162956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524037163073
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1524037528097
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1524037528099
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1524037528100
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1524037528101
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1524037528102
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1524037528103
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1524037528104
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1524037528104
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1524037528105
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1524037528106
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1524037528106
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1524037528106
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1524037528107
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1524037528108
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1524037528109
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1524037528110
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1524037528110
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1524037528111
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1524037528113
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1524037528114
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1524037528115
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1524037528117
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1524037528125
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1524037528125
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1524037528126
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1524037528126
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1524037528126
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1524037528126
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1524037528127
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1524037528127
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1524037528127
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1524037528127
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1524037528128
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1524037528128
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1524037528128
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1524037528128
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1524037528128
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1524037528128
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1524037528129
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1524037528129
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1524037528129
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1524037528129
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1524037528130
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1524037528130
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1524037528131
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1524037528131
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1524037528131
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1524037528131
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1524037528131
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1524037528132
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1524037528132
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1524037528132
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1524037528132
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1524037528132
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1524037528133
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1524037528133
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1524037528133
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1524037528134
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1524037528134
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1524037528135
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1524037528135
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1524037528136
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1524037528136
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1524037528136
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1524037528137
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1524037528137
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1524037528137
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1524037528138
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1524037528138
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1524037528139
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1524037528139
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1524037528139
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1524037528140
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1524037528140
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1524037528141
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1524037528141
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1524037528141
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1524037528142
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1524037528142
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1524037528143
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1524037528143
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1524037528143
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1524037528143
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1524037528144
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1524037528144
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1524037528144
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1524037528144
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1524037528144
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1524037528144
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1524037528145
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1524037528145
os,sysinfo,,,"linux",1524037528148
arch,sysinfo,,,"x86_64",1524037528148
ws,sysinfo,,,"gtk",1524037528148
locale,sysinfo,,,"ru_RU",1524037528148
processors,sysinfo,,,"4",1524037528148
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1524037528148
java.runtime.version,sysinfo,,,"1.8.0_161-b12",1524037528148
java.specification.name,sysinfo,,,"Java Platform API Specification",1524037528148
java.specification.vendor,sysinfo,,,"Oracle Corporation",1524037528148
java.specification.version,sysinfo,,,"1.8",1524037528148
java.vendor,sysinfo,,,"Oracle Corporation",1524037528148
java.version,sysinfo,,,"1.8.0_161",1524037528148
java.vm.info,sysinfo,,,"mixed mode",1524037528148
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1524037528148
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1524037528148
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1524037528148
java.vm.specification.version,sysinfo,,,"1.8",1524037528148
java.vm.vendor,sysinfo,,,"Oracle Corporation",1524037528148
java.vm.version,sysinfo,,,"25.161-b12",1524037528148
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038062453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038064180
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038065790
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038065990
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038066061
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038070446
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038072656
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038074427
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038074516
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038074554
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038079324
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038081642
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038082282
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038082872
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038084847
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038084963
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038085008
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038086042
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038087464
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038090083
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038093400
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038093485
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038096385
error,log,,,"Could not create Java text hover",1524038096795
error,log,,,"Error logged from Debug UI: ",1524038098895
error,log,,,"Error logged from Debug UI: ",1524038098897
error,log,,,"Error logged from Debug UI: ",1524038098911
error,log,,,"Error logged from Debug UI: ",1524038098917
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038099938
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038100008
error,log,,,"An internal error occurred during: ""Activity Monitor Job"".",1524038100424
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038106197
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038107974
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038108057
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038108758
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038109154
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038109209
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038110463
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038112654
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038112721
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038114262
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038117366
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038123412
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038124988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038125419
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038126361
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038126780
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038127719
error,log,,,"An internal error occurred during: ""Activity Monitor Job"".",1524038130426
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038130663
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038131994
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038174109
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038174781
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038175368
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038175845
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038176373
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038176714
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038176993
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038177290
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038177539
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038177754
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038177966
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038178190
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1524038179078
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1524038180864
